X1 X2 X3 Ya
9.6769971e-01 4.7437805e+00 2.9034563e+00 0.0000000e+00
-1.5476854e+00 7.2862587e+00 8.5697141e+00 1.0000000e+00
-1.2701531e-01 5.8037618e+00 7.3504616e+00 1.0000000e+00
-1.3651082e+00 2.5651281e+00 5.6829695e+00 0.0000000e+00
-2.3340272e+00 6.4323020e+00 3.3323910e+00 0.0000000e+00
1.3166425e+00 6.5719748e+00 3.8023502e+00 0.0000000e+00
9.5700971e-01 5.4838554e+00 3.2085144e+00 0.0000000e+00
-1.1745333e-01 4.3403322e+00 7.1887852e+00 0.0000000e+00
1.7767184e+00 4.6862549e+00 3.5199168e+00 0.0000000e+00
-5.1897286e-03 9.8818000e+00 6.1932911e+00 1.0000000e+00
4.9527140e-01 6.7560992e+00 6.3701749e+00 1.0000000e+00
5.8264674e-01 4.3404464e+00 7.1495408e+00 0.0000000e+00
-3.9750102e-01 5.6105770e+00 4.5334781e+00 1.0000000e+00
-1.7271914e+00 7.9409143e+00 6.7498325e+00 0.0000000e+00
6.2772757e-01 4.3882021e+00 2.4652120e+00 0.0000000e+00
-7.1566495e-02 5.0342282e+00 5.8839344e+00 1.0000000e+00
-1.3200133e+00 5.9525826e+00 8.7598144e+00 0.0000000e+00
-6.4053753e-01 4.6054821e+00 7.3319562e+00 0.0000000e+00
3.5454974e-01 3.7933506e+00 6.8604180e+00 0.0000000e+00
-1.1947703e+00 6.2059856e+00 5.4425870e+00 1.0000000e+00
-7.9402692e-01 4.8616746e+00 4.4883726e+00 1.0000000e+00
1.7520325e-01 7.3423676e+00 3.5049041e+00 1.0000000e+00
2.0443582e-01 8.1618104e+00 3.3618748e+00 1.0000000e+00
-6.8689045e-01 9.3371085e+00 4.5615229e+00 1.0000000e+00
-1.4470290e-01 4.5475869e+00 6.7132699e+00 0.0000000e+00
6.1976607e-01 4.8966473e+00 3.1687902e+00 0.0000000e+00
-1.3500101e+00 8.2575948e+00 8.1159084e+00 1.0000000e+00
1.9821789e-01 6.2316980e+00 6.8382451e+00 1.0000000e+00
1.8886081e-01 6.9089001e+00 6.0300749e+00 0.0000000e+00
-6.0489079e-01 7.5584260e+00 5.8700217e+00 1.0000000e+00
-3.6896165e-01 7.7059900e+00 7.6691905e+00 1.0000000e+00
-2.9097324e-01 3.4082920e+00 5.1176837e+00 0.0000000e+00
-2.7624546e-01 5.8942135e+00 4.0265127e+00 0.0000000e+00
-6.0233011e-01 6.7972217e+00 5.1885663e+00 0.0000000e+00
4.6292582e-01 3.5526081e+00 3.6412655e+00 0.0000000e+00
6.8093979e-01 5.7210158e+00 3.2912288e+00 0.0000000e+00
-8.1655093e-01 7.0658949e+00 3.8430613e+00 0.0000000e+00
6.5560925e-01 3.5571859e+00 7.0799326e+00 0.0000000e+00
-1.5792720e+00 5.7387787e+00 8.6875598e+00 0.0000000e+00
-2.4083720e-01 8.5854681e+00 3.7286406e+00 1.0000000e+00
3.1943672e-01 2.4175274e+00 4.8228192e+00 0.0000000e+00
-1.0689156e+00 4.1597235e+00 5.0876705e+00 1.0000000e+00
9.6717671e-01 8.3800000e+00 7.2374565e+00 1.0000000e+00
-6.7169534e-01 6.3893079e+00 2.9451331e+00 0.0000000e+00
-1.3847200e+00 6.8633256e+00 4.4060160e+00 0.0000000e+00
1.5095157e+00 9.1679847e+00 7.0899552e+00 1.0000000e+00
6.5053631e-01 8.5622809e+00 7.2112683e+00 1.0000000e+00
8.9575645e-01 9.5952836e+00 4.4244038e+00 1.0000000e+00
3.6164094e+00 8.8608845e+00 5.3804258e+00 1.0000000e+00
-1.5000596e+00 6.6300127e+00 4.2881924e+00 0.0000000e+00
6.4411283e-01 4.7239029e+00 6.7490771e+00 0.0000000e+00
3.5028039e-02 8.0465592e+00 3.6366753e+00 1.0000000e+00
1.2814641e+00 4.7588601e+00 5.0374905e+00 1.0000000e+00
1.3843296e+00 5.0668664e+00 2.3632490e+00 0.0000000e+00
1.2558922e+00 3.9905920e+00 6.5390660e+00 0.0000000e+00
3.7679423e-01 7.9979499e+00 6.6839449e+00 0.0000000e+00
-1.1777127e+00 3.5741714e+00 4.6705059e+00 1.0000000e+00
-8.0426621e-01 6.4515932e+00 4.1089831e+00 0.0000000e+00
3.8178685e-01 8.7346452e+00 7.5930412e+00 1.0000000e+00
1.0251041e+00 7.6732736e+00 4.7196466e+00 1.0000000e+00
1.7924092e+00 6.0636514e+00 2.9134209e+00 0.0000000e+00
-2.1063355e+00 5.8276727e+00 4.9314012e+00 1.0000000e+00
-1.1467004e+00 4.0810773e+00 8.2375482e+00 0.0000000e+00
-1.1028436e-01 5.1724434e+00 6.2649726e+00 1.0000000e+00
1.4128757e+00 6.2038221e+00 7.1080659e+00 1.0000000e+00
-1.0328848e+00 7.9021729e+00 7.4661662e+00 1.0000000e+00
8.1406467e-01 9.4475233e+00 7.0999918e+00 1.0000000e+00
-1.2900056e-01 2.4015284e+00 4.4690115e+00 0.0000000e+00
1.8231052e+00 8.8196596e+00 6.1925683e+00 0.0000000e+00
5.1973615e-01 6.0148355e+00 4.0791944e+00 0.0000000e+00
-3.3389792e-01 7.5135780e+00 3.6848526e+00 1.0000000e+00
-1.8136910e-01 4.1739056e+00 5.9510171e+00 1.0000000e+00
9.2642683e-01 4.7045469e+00 4.5776573e+00 1.0000000e+00
9.3496108e-01 7.7535957e+00 3.9711365e+00 1.0000000e+00
2.7891505e-01 4.4058331e+00 6.9069370e+00 0.0000000e+00
1.7741195e+00 4.5353020e+00 6.1543288e+00 0.0000000e+00
-5.9735923e-01 7.8158031e+00 6.5068061e+00 0.0000000e+00
1.9879068e+00 4.1683470e+00 6.2984483e+00 0.0000000e+00
-8.5674312e-01 9.0249839e+00 6.4761733e+00 1.0000000e+00
-4.2915562e-01 9.5746349e+00 8.3317052e+00 1.0000000e+00
1.5534568e+00 3.4988891e+00 2.8878461e+00 0.0000000e+00
1.4247479e-02 5.4320577e+00 3.1932179e+00 0.0000000e+00
-5.2130629e-01 9.0930628e+00 7.6075663e+00 1.0000000e+00
1.8764302e-01 8.6841294e+00 7.2684689e+00 1.0000000e+00
-7.0656616e-01 9.0079365e+00 7.6930566e+00 1.0000000e+00
1.1105056e+00 4.3758073e+00 4.5579029e+00 1.0000000e+00
-1.0434740e+00 2.9612281e+00 4.5247136e+00 0.0000000e+00
-1.1835045e+00 6.9753983e+00 4.9881452e+00 0.0000000e+00
9.8888768e-02 9.3691898e+00 6.7247370e+00 1.0000000e+00
4.0900422e-01 5.3849854e+00 3.1909304e+00 0.0000000e+00
-5.1642002e-02 7.6772889e+00 6.3059744e+00 0.0000000e+00
2.8245808e-01 8.3446311e+00 6.9488191e+00 0.0000000e+00
-5.2090506e-01 6.1036113e+00 5.4090093e+00 1.0000000e+00
1.9431367e-01 3.4304274e+00 3.3359763e+00 0.0000000e+00
-6.9474614e-01 4.8955509e+00 2.6939518e+00 0.0000000e+00
2.4063410e+00 6.1750876e+00 4.7470826e+00 0.0000000e+00
-2.4487899e-01 4.5437998e+00 5.0603963e+00 1.0000000e+00
-7.8266680e-01 7.3906797e+00 3.4073667e+00 1.0000000e+00
2.8322666e-01 9.1575216e+00 6.6667925e+00 1.0000000e+00
6.1677416e-01 9.1778412e+00 6.3202607e+00 1.0000000e+00
9.9329079e-01 3.4858195e+00 5.0337580e+00 0.0000000e+00
5.1216634e-01 3.3880590e+00 5.7484769e+00 0.0000000e+00
2.1633146e+00 7.6735923e+00 5.5374888e+00 0.0000000e+00
-3.0693065e-01 5.0949376e+00 4.5497561e+00 1.0000000e+00
1.9832199e+00 3.5004734e+00 3.4606107e+00 0.0000000e+00
1.3453231e+00 6.0965907e+00 4.6235284e+00 0.0000000e+00
7.9070460e-01 2.9495100e+00 4.6712001e+00 0.0000000e+00
-8.4541080e-01 9.0979160e+00 6.9489893e+00 1.0000000e+00
-4.7165086e-01 7.8687814e+00 4.9413912e+00 0.0000000e+00
3.7252751e-02 7.2383018e+00 7.8308233e+00 1.0000000e+00
9.2092322e-01 9.4632860e+00 7.8043525e+00 1.0000000e+00
1.8489457e-01 8.7576726e+00 6.8118615e+00 0.0000000e+00
4.7189684e-01 9.8861968e+00 4.5843780e+00 1.0000000e+00
-3.7780819e-01 7.0968511e+00 5.7286669e+00 0.0000000e+00
2.5968139e-01 3.9886955e+00 5.1847209e+00 1.0000000e+00
-8.8446067e-01 9.4411995e+00 7.0280589e+00 1.0000000e+00
-3.5668804e-01 4.5398852e+00 3.3503934e+00 0.0000000e+00
1.2982056e+00 7.6657226e+00 5.2613686e+00 0.0000000e+00
4.7183499e-01 5.0916899e+00 9.1687542e+00 0.0000000e+00
-1.8581992e+00 3.9717341e+00 3.3340543e+00 0.0000000e+00
5.7564679e-01 5.6352847e+00 2.9447465e+00 0.0000000e+00
-5.7892587e-01 3.8043039e+00 4.8402048e+00 0.0000000e+00
-1.3886466e-01 8.6058722e+00 4.5767085e+00 1.0000000e+00
1.3390113e+00 6.8167605e+00 4.1960137e+00 0.0000000e+00
1.1745415e+00 5.2293293e+00 2.6126500e+00 0.0000000e+00
-1.1049302e+00 8.1958542e+00 5.4952316e+00 0.0000000e+00
1.2070055e+00 7.5298066e+00 6.0976308e+00 0.0000000e+00
-2.5106756e+00 6.7761561e+00 5.7651773e+00 1.0000000e+00
2.5142409e-01 6.6200791e+00 4.9050108e+00 0.0000000e+00
5.7606661e-01 9.2324973e+00 7.7537428e+00 1.0000000e+00
-1.4842990e+00 7.0375113e+00 5.1894447e+00 0.0000000e+00
1.7735439e+00 8.2270601e+00 6.3747637e+00 0.0000000e+00
4.9327696e-01 3.3456445e+00 4.1532675e+00 0.0000000e+00
-1.4155152e+00 7.1760666e+00 5.7647023e+00 0.0000000e+00
-1.4604311e+00 3.4189336e+00 3.3533658e+00 0.0000000e+00
-3.0475170e-01 7.5401532e+00 7.3260949e+00 1.0000000e+00
1.9078279e+00 4.8315380e+00 7.1364758e+00 0.0000000e+00
2.7328268e-02 6.5746577e+00 4.9557111e+00 1.0000000e+00
-9.4912163e-01 6.8347244e+00 4.3702439e+00 0.0000000e+00
-1.0948807e+00 6.7167147e+00 4.6199781e+00 0.0000000e+00
-9.9855689e-01 8.6291393e+00 5.5081969e+00 1.0000000e+00
-7.9485389e-01 3.7809004e+00 4.8461189e+00 1.0000000e+00
8.9220195e-01 7.3749546e+00 6.2066312e+00 0.0000000e+00
5.1172793e-01 5.0798735e+00 7.5749997e+00 0.0000000e+00
-9.0805420e-01 4.5933864e+00 3.0582298e+00 0.0000000e+00
-5.3943741e-01 9.1452490e+00 5.4000629e+00 1.0000000e+00
4.1444332e-01 7.0839927e+00 5.1916471e+00 0.0000000e+00
-1.4794836e-01 6.4476598e+00 6.5240776e+00 1.0000000e+00
-1.3227890e+00 8.3890489e+00 3.5100702e+00 1.0000000e+00
-2.7506300e-01 8.3147121e+00 3.9503125e+00 1.0000000e+00
-2.0941001e-01 7.2148242e+00 7.1534418e+00 1.0000000e+00
-1.0630713e-02 2.9314312e+00 5.1688104e+00 0.0000000e+00
1.1118222e+00 5.0940878e+00 2.9308413e+00 0.0000000e+00
2.2832540e+00 7.1425785e+00 3.8892024e+00 1.0000000e+00
8.0108331e-01 5.2691615e+00 4.1227496e+00 0.0000000e+00
7.3416918e-01 5.1190028e+00 2.0918001e+00 0.0000000e+00
1.0631646e+00 7.7739977e+00 5.6846006e+00 0.0000000e+00
-1.4155196e+00 7.7930804e+00 3.3583074e+00 1.0000000e+00
8.7340029e-01 6.7036164e+00 7.2495294e+00 1.0000000e+00
-2.5084561e-01 8.8614098e+00 8.1790240e+00 1.0000000e+00
1.6168909e-01 8.7443140e+00 8.3711325e+00 1.0000000e+00
-1.5563021e+00 6.3122615e+00 4.4987612e+00 1.0000000e+00
1.6307007e+00 8.6468943e+00 7.2580304e+00 1.0000000e+00
-3.7994292e-02 8.5380939e+00 7.2776110e+00 1.0000000e+00
-3.8589007e-01 4.4681976e+00 5.1970931e+00 1.0000000e+00
6.1423724e-02 5.8879911e+00 6.2703304e+00 1.0000000e+00
1.1083024e+00 5.3820619e+00 7.5263901e+00 1.0000000e+00
7.7901166e-01 6.1006280e+00 6.3595994e+00 1.0000000e+00
1.1816279e+00 6.8604094e+00 5.5091474e+00 0.0000000e+00
1.1848528e+00 2.5874441e+00 4.7282325e+00 0.0000000e+00
1.9159658e-01 4.5026029e+00 8.9402594e+00 0.0000000e+00
-1.6721708e-01 9.0718700e+00 6.0547988e+00 1.0000000e+00
9.0110683e-01 8.4312664e+00 5.4198652e+00 1.0000000e+00
-3.2478858e-01 3.7147800e+00 3.3357423e+00 0.0000000e+00
-3.3414933e-01 4.2669197e+00 5.6688489e+00 0.0000000e+00
7.1733613e-01 8.4754306e+00 3.2011638e+00 1.0000000e+00
6.3293418e-01 9.0642437e+00 6.7006732e+00 1.0000000e+00
3.7253892e-01 5.9699773e+00 5.4576053e+00 1.0000000e+00
-2.6656346e-01 4.6583400e+00 6.4982745e+00 0.0000000e+00
-7.4056820e-01 4.8249002e+00 2.1772982e+00 0.0000000e+00
-1.7364189e-01 5.9573389e+00 4.9580844e+00 0.0000000e+00
7.7703400e-01 6.1813831e+00 8.2646880e+00 1.0000000e+00
-2.7316477e+00 8.4136474e+00 7.6415424e+00 1.0000000e+00
-1.5507093e+00 7.6644493e+00 4.3462201e+00 1.0000000e+00
1.3175561e+00 6.7936085e+00 6.2417856e+00 1.0000000e+00
-4.3864805e-01 5.6158237e+00 4.7002459e+00 1.0000000e+00
-7.5902358e-01 6.1215545e+00 3.9293301e+00 0.0000000e+00
1.0283832e+00 7.0575284e+00 5.3407876e+00 0.0000000e+00
-1.5458153e+00 5.5004594e+00 4.2832666e+00 1.0000000e+00
-7.2450696e-01 8.8152734e+00 7.0006836e+00 0.0000000e+00
2.2901300e-01 7.3432777e+00 5.3857419e+00 0.0000000e+00
-5.2097945e-01 8.3867705e+00 5.8724060e+00 1.0000000e+00
3.8190379e-01 3.3387638e+00 3.4550698e+00 0.0000000e+00
4.6297541e-01 6.9078147e+00 4.0418863e+00 0.0000000e+00
-5.4479204e-01 8.9004325e+00 5.2935352e+00 1.0000000e+00
-2.1045509e+00 8.7215531e+00 7.2956205e+00 1.0000000e+00
-5.7107368e-01 3.5842744e+00 6.9835645e+00 0.0000000e+00
-1.7502682e+00 6.4102625e+00 6.9652600e+00 1.0000000e+00
-7.2491141e-01 3.9619964e+00 3.6103192e+00 0.0000000e+00
-1.3203285e+00 6.7371457e+00 7.5739199e+00 1.0000000e+00
1.0068560e-01 6.5390771e+00 4.8866565e+00 0.0000000e+00
4.7421284e-01 5.2135404e+00 6.0197146e+00 1.0000000e+00
-1.6979778e-01 6.6686230e+00 5.7158375e+00 0.0000000e+00
-3.5402275e-02 4.8679932e+00 3.1497610e+00 0.0000000e+00
7.3662108e-01 8.2613447e+00 6.2576652e+00 0.0000000e+00
-6.2089127e-01 5.6084166e+00 4.8756318e+00 1.0000000e+00
1.1383490e+00 4.8557314e+00 3.2855228e+00 0.0000000e+00
-4.4364107e-01 8.4788558e+00 6.2444498e+00 1.0000000e+00
4.0854647e-01 8.7058656e+00 6.6743042e+00 1.0000000e+00
-8.5152001e-02 9.0855598e+00 8.2909028e+00 1.0000000e+00
-6.1481087e-01 9.1544270e+00 5.2560533e+00 1.0000000e+00
-8.4772142e-02 7.6843145e+00 6.3509816e+00 0.0000000e+00
4.6240005e-01 2.8244190e+00 5.0291250e+00 0.0000000e+00
-4.1329595e-01 7.4744783e+00 5.7613875e+00 0.0000000e+00
-1.0815623e+00 5.2072329e+00 3.7345416e+00 0.0000000e+00
7.2386822e-02 5.1891405e+00 5.8607162e+00 1.0000000e+00
-8.8046243e-02 7.8612915e+00 3.1336570e+00 1.0000000e+00
-5.1218874e-01 5.8254717e+00 6.0567425e+00 1.0000000e+00
-8.5040287e-01 5.3878372e+00 4.4900545e+00 0.0000000e+00
1.6049879e-02 9.1202029e+00 4.5309072e+00 1.0000000e+00
5.0157317e-01 9.7722186e+00 5.3764112e+00 1.0000000e+00
2.8123014e+00 6.4153344e+00 3.0865943e+00 0.0000000e+00
1.0903059e+00 8.6654448e+00 7.1750276e+00 1.0000000e+00
2.1505689e+00 7.1028312e+00 5.0168314e+00 0.0000000e+00
-2.1391726e-01 6.7886770e+00 7.4840210e+00 1.0000000e+00
1.7856823e-01 9.4936930e+00 5.9266034e+00 1.0000000e+00
5.5959946e-01 8.3469478e+00 9.1072029e+00 1.0000000e+00
-8.1797020e-01 7.1142163e+00 6.2781424e+00 1.0000000e+00
-1.2863746e+00 6.8093688e+00 7.7784430e+00 1.0000000e+00
-1.3916275e+00 4.8921186e+00 4.3331320e+00 1.0000000e+00
-1.2591850e+00 7.7169071e+00 3.8701742e+00 1.0000000e+00
-4.9314287e-01 6.2614595e+00 8.0331412e+00 0.0000000e+00
-5.6248505e-01 5.6902777e+00 5.7646594e+00 1.0000000e+00
5.7537023e-01 8.1812207e+00 5.2981213e+00 1.0000000e+00
-1.1519105e-01 7.7454264e+00 7.6950907e+00 1.0000000e+00
-1.2055339e+00 9.1780290e+00 3.9559800e+00 1.0000000e+00
-1.3680197e+00 7.7304407e+00 6.8511277e+00 0.0000000e+00
3.5331638e-01 3.5423283e+00 5.9748414e+00 0.0000000e+00
-1.5298847e+00 3.2270033e+00 3.0017110e+00 0.0000000e+00
-6.6564610e-03 9.2567969e+00 6.0054755e+00 1.0000000e+00
9.2927201e-01 5.4113160e+00 2.9228598e+00 0.0000000e+00
-8.9093341e-01 9.7271861e+00 5.3752665e+00 1.0000000e+00
1.0202331e+00 7.2821606e+00 5.9411811e+00 0.0000000e+00
4.8938005e-01 3.4875973e+00 4.9133787e+00 1.0000000e+00
-4.6960978e-01 5.8063417e+00 5.7472623e+00 1.0000000e+00
-3.6748334e-01 9.7563790e+00 6.0262271e+00 1.0000000e+00
1.1798701e+00 3.1878726e+00 3.2795194e+00 0.0000000e+00
-3.1793299e-01 7.1046775e+00 6.1652184e+00 1.0000000e+00
-1.7860873e+00 5.2449505e+00 5.1822410e+00 1.0000000e+00
-2.0684589e+00 5.3725079e+00 9.0802034e+00 0.0000000e+00
5.0853873e-01 6.8773114e+00 6.3433028e+00 1.0000000e+00
1.2060029e-01 5.5434094e+00 7.6541516e+00 0.0000000e+00
-7.7597995e-01 5.0789364e+00 6.8494510e+00 0.0000000e+00
-2.6947016e-01 3.7462771e+00 4.9387217e+00 1.0000000e+00
-2.4427753e-01 7.6941512e+00 7.8727891e+00 1.0000000e+00
9.0167751e-01 4.6831933e+00 4.5722245e+00 1.0000000e+00
1.0819378e+00 7.4924407e+00 7.9728562e+00 1.0000000e+00
-1.1598946e-01 8.3021788e+00 4.6841062e+00 1.0000000e+00
-9.6280250e-01 7.7969154e+00 3.1183122e+00 1.0000000e+00
1.9245700e-01 8.2964093e+00 4.6314222e+00 1.0000000e+00
1.6125786e+00 4.7855344e+00 2.7159300e+00 0.0000000e+00
1.5908659e-03 9.7453051e+00 4.7799294e+00 1.0000000e+00
-1.1739099e-01 3.7801871e+00 4.6148086e+00 0.0000000e+00
-1.0780696e-01 5.9149007e+00 2.8812842e+00 0.0000000e+00
-1.3671106e+00 7.0490895e+00 5.5631287e+00 0.0000000e+00
3.0405903e-02 5.1875596e+00 4.6010621e+00 1.0000000e+00
3.3704218e-01 3.8482870e+00 3.5197018e+00 0.0000000e+00
-2.9337168e+00 6.9126349e+00 5.4228471e+00 1.0000000e+00
-1.6335612e+00 5.6550737e+00 6.9044969e+00 1.0000000e+00
3.1631640e-01 3.9824476e+00 6.9786977e+00 0.0000000e+00
-1.8666461e-01 8.3212543e+00 7.4995551e+00 1.0000000e+00
-2.0143286e-01 8.7189808e+00 4.6314018e+00 1.0000000e+00
7.1612148e-02 8.9756914e+00 6.9238560e+00 0.0000000e+00
-1.1629982e+00 7.4631601e+00 7.3465152e+00 1.0000000e+00
9.3048218e-02 9.6725936e+00 8.3840926e+00 1.0000000e+00
7.4494975e-01 9.1271987e+00 6.7832773e+00 1.0000000e+00
-1.2135699e+00 4.9066548e+00 2.9584044e+00 0.0000000e+00
3.8049866e-01 4.4325877e+00 7.0559694e+00 0.0000000e+00
-6.7195472e-01 5.7918218e+00 2.9793328e+00 0.0000000e+00
6.2082412e-01 3.0876081e+00 4.2753650e+00 1.0000000e+00
6.9102352e-01 8.3689182e+00 7.9365713e+00 1.0000000e+00
1.2343954e+00 8.4626299e+00 3.4067103e+00 1.0000000e+00
6.4326980e-01 8.9841663e+00 7.9364705e+00 1.0000000e+00
-2.0250710e-01 6.7645564e+00 8.0874141e+00 1.0000000e+00
5.9353226e-01 8.5168592e+00 8.0040259e+00 1.0000000e+00
3.8661499e-01 4.1739728e+00 3.6040277e+00 0.0000000e+00
-8.6178828e-02 7.8371292e+00 6.4581757e+00 0.0000000e+00
9.1006001e-01 9.3923622e+00 6.2673450e+00 0.0000000e+00
9.6440357e-01 9.0590776e+00 6.2363735e+00 1.0000000e+00
-8.9919570e-01 8.4439077e+00 6.9367923e+00 1.0000000e+00
2.0190715e-01 5.8302499e+00 3.2571947e+00 0.0000000e+00
2.0480916e-03 4.5022070e+00 7.7479743e+00 0.0000000e+00
1.7032955e+00 5.9836576e+00 5.6923688e+00 0.0000000e+00
-1.1099318e+00 3.0195030e+00 5.0849308e+00 0.0000000e+00
-5.6917915e-01 4.2935729e+00 7.1273686e+00 0.0000000e+00
-1.8848410e+00 4.8209100e+00 4.3388707e+00 1.0000000e+00
-1.7601571e+00 7.3043997e+00 6.9259179e+00 1.0000000e+00
2.3378312e+00 5.4723230e+00 4.4414280e+00 0.0000000e+00
1.3630115e-01 4.0600554e+00 6.3609856e+00 0.0000000e+00
1.3557993e+00 5.6005247e+00 5.4503201e+00 1.0000000e+00
-5.4756841e-01 3.5322378e+00 5.8946956e+00 0.0000000e+00
5.1818299e-02 4.9802037e+00 5.4405324e+00 1.0000000e+00
-1.1904194e+00 9.7936448e+00 5.7052153e+00 1.0000000e+00
-2.2633120e+00 7.9563065e+00 6.4619711e+00 0.0000000e+00
2.0180893e+00 8.3819813e+00 7.0701891e+00 1.0000000e+00
1.2760614e-01 8.8367350e+00 8.7426796e+00 1.0000000e+00
-7.7549464e-01 5.7356247e+00 6.8794478e+00 1.0000000e+00
-7.6073134e-02 4.9369142e+00 2.8649383e+00 0.0000000e+00
1.7146466e+00 5.9761230e+00 8.3926218e+00 0.0000000e+00
9.6792911e-02 3.8174635e+00 3.5054596e+00 0.0000000e+00
1.6668129e+00 4.9596252e+00 4.7013885e+00 1.0000000e+00
-2.2402345e-01 4.9618328e+00 2.7821767e+00 0.0000000e+00
-7.8474988e-01 6.5887463e+00 7.0408439e+00 1.0000000e+00
1.4719065e+00 7.0012700e+00 7.8443570e+00 0.0000000e+00
-2.0031123e+00 6.2364905e+00 3.5953175e+00 0.0000000e+00
8.2264950e-01 6.6305350e+00 6.4640156e+00 1.0000000e+00
1.4436566e+00 5.4629222e+00 2.4068504e+00 0.0000000e+00
-6.5331666e-02 8.7391406e+00 5.0940723e+00 1.0000000e+00
8.1902640e-01 5.6580230e+00 6.6948495e+00 1.0000000e+00
1.8191345e+00 7.9433690e+00 8.4021288e+00 1.0000000e+00
-2.5256477e-01 8.0546968e+00 7.7746545e+00 1.0000000e+00
9.6358223e-02 4.7704594e+00 7.5016960e+00 0.0000000e+00
8.4379792e-02 4.9710285e+00 9.2758706e+00 0.0000000e+00
-5.7666815e-01 7.0966883e+00 6.3163320e+00 0.0000000e+00
2.4742976e+00 4.4942742e+00 6.2324610e+00 0.0000000e+00
-1.5390483e-01 6.1049204e+00 6.3318673e+00 1.0000000e+00
1.4668794e+00 2.8774496e+00 6.0441672e+00 0.0000000e+00
-6.0335293e-02 6.7734754e+00 4.9300696e+00 0.0000000e+00
-1.6207864e-01 5.7460571e+00 8.3064111e+00 0.0000000e+00
3.6229264e-01 2.9672302e+00 3.1214422e+00 0.0000000e+00
6.4873273e-01 5.6970294e+00 5.7850337e+00 1.0000000e+00
-9.5779503e-01 8.8777595e+00 5.9740118e+00 0.0000000e+00
1.1202420e+00 7.5535186e+00 7.6663643e+00 1.0000000e+00
5.8228614e-01 7.2349455e+00 8.4336703e+00 1.0000000e+00
-1.2573070e-01 8.8609211e+00 7.4883435e+00 1.0000000e+00
6.5402730e-01 5.8812959e+00 4.5083616e+00 0.0000000e+00
