X1 X2 X3 Yb
6.9918659e+00 -1.0790173e+00 7.0392527e+00 1.0000000e+00
4.8582430e+00 -1.7658180e+00 4.8003712e+00 1.0000000e+00
2.8661758e+00 1.4299937e-01 6.1695156e+00 0.0000000e+00
4.5657869e+00 -2.6055032e-01 5.7840471e+00 1.0000000e+00
4.4934934e+00 4.1223402e-01 7.9118270e+00 0.0000000e+00
6.4941122e+00 2.1606587e+00 3.1542335e+00 0.0000000e+00
3.9615371e+00 -4.3869153e-01 5.5974285e+00 1.0000000e+00
3.2917500e+00 -4.9649357e-01 7.0074740e+00 0.0000000e+00
2.7982009e+00 7.8432583e-01 5.8332090e+00 0.0000000e+00
3.6932132e+00 7.5469551e-01 4.8576820e+00 0.0000000e+00
3.1603375e+00 7.6815303e-01 5.2315029e+00 1.0000000e+00
4.0568484e+00 -8.0523152e-02 6.8870676e+00 1.0000000e+00
4.5094067e+00 7.6333584e-02 5.9460221e+00 1.0000000e+00
4.9918747e+00 3.1470192e+00 5.5233808e+00 1.0000000e+00
3.8302384e+00 -9.9232765e-01 6.8687146e+00 1.0000000e+00
2.6522185e+00 -1.2133476e+00 7.2064811e+00 0.0000000e+00
6.0228313e+00 1.1519912e+00 3.0818286e+00 0.0000000e+00
5.8278402e+00 -3.7472609e-01 5.0380431e+00 1.0000000e+00
5.1283665e+00 -1.2783329e-01 5.3713979e+00 1.0000000e+00
6.6031011e+00 2.0734767e-01 7.4445804e+00 0.0000000e+00
4.1928470e+00 -1.2532646e-01 4.8422063e+00 1.0000000e+00
6.6128296e+00 -4.7658155e-01 5.3912175e+00 1.0000000e+00
3.6656736e+00 -1.5674091e+00 4.5844158e+00 0.0000000e+00
6.2699460e+00 -2.5606537e+00 6.3942199e+00 0.0000000e+00
6.2411718e+00 -1.0246473e+00 7.8397602e+00 0.0000000e+00
5.4429659e+00 -9.3307792e-01 2.7564533e+00 0.0000000e+00
6.2667272e+00 5.4166164e-03 5.7429890e+00 0.0000000e+00
5.4167296e+00 -3.6511983e-01 6.0263734e+00 0.0000000e+00
2.6844580e+00 -3.1756818e-01 6.3314084e+00 0.0000000e+00
2.5915730e+00 1.2913593e+00 6.5114494e+00 0.0000000e+00
5.9004994e+00 2.0738201e+00 5.7938236e+00 1.0000000e+00
4.3769324e+00 7.3966213e-01 3.3572556e+00 0.0000000e+00
2.9232470e+00 -2.0067351e+00 6.8367895e+00 1.0000000e+00
5.2613770e+00 9.6724450e-01 5.1427216e+00 1.0000000e+00
6.3994590e+00 -4.4529142e-01 4.7718729e+00 0.0000000e+00
6.4731997e+00 -1.3532577e+00 4.7061803e+00 0.0000000e+00
6.5667500e+00 3.3569326e-01 7.3097683e+00 1.0000000e+00
6.1528401e+00 4.0148023e-01 5.5047931e+00 1.0000000e+00
5.8100761e+00 2.9686706e-01 7.0866059e+00 1.0000000e+00
4.3477911e+00 -1.5943635e+00 7.7963941e+00 1.0000000e+00
6.5550426e+00 1.0127375e+00 6.6071659e+00 0.0000000e+00
3.1139252e+00 -1.1346019e-01 6.1916255e+00 0.0000000e+00
6.2066051e+00 -9.8252175e-01 6.1440396e+00 1.0000000e+00
4.5404558e+00 7.8521505e-01 6.2837519e+00 1.0000000e+00
6.0713185e+00 -1.1194261e+00 3.7904405e+00 0.0000000e+00
3.2756068e+00 3.1458337e-01 4.2386791e+00 0.0000000e+00
4.4722272e+00 4.5616607e-01 7.6504679e+00 0.0000000e+00
3.7316992e+00 -2.1857801e+00 7.5029327e+00 1.0000000e+00
6.7850628e+00 -2.3051794e+00 6.2023482e+00 0.0000000e+00
6.3121508e+00 -9.2646612e-01 4.8976036e+00 1.0000000e+00
6.0097635e+00 7.1128705e-01 6.4214220e+00 1.0000000e+00
6.1233933e+00 1.5228668e+00 5.3828913e+00 0.0000000e+00
5.0741961e+00 -7.2348111e-02 5.7621190e+00 1.0000000e+00
2.7285084e+00 -2.4646958e-02 5.9989758e+00 0.0000000e+00
4.2270511e+00 3.3159586e-02 5.1128735e+00 1.0000000e+00
5.0010459e+00 -3.7116614e-01 3.7757917e+00 1.0000000e+00
5.3975215e+00 -3.3298000e-01 6.3002317e+00 1.0000000e+00
5.4859712e+00 -4.3770265e-01 5.6569722e+00 1.0000000e+00
3.7374044e+00 1.5891878e+00 4.6403700e+00 0.0000000e+00
3.8912170e+00 -1.6842584e+00 8.1000425e+00 0.0000000e+00
7.4576412e+00 4.8911360e-01 4.4371359e+00 0.0000000e+00
5.9556796e+00 2.3639832e-01 5.0206317e+00 1.0000000e+00
4.5479625e+00 4.1738244e-01 6.4052013e+00 1.0000000e+00
4.6058520e+00 -5.9811315e-01 7.3350681e+00 1.0000000e+00
4.3671300e+00 8.3913512e-02 5.8241239e+00 1.0000000e+00
3.0464964e+00 1.0582174e+00 4.8727371e+00 0.0000000e+00
3.4573093e+00 1.9114166e-02 5.8047196e+00 0.0000000e+00
6.1253555e+00 -8.9904577e-01 7.4609484e+00 0.0000000e+00
3.1297932e+00 -2.1976011e+00 4.5068701e+00 0.0000000e+00
6.6381475e+00 4.9861433e-01 6.5175979e+00 1.0000000e+00
5.3186543e+00 1.3239462e+00 4.7004426e+00 1.0000000e+00
5.3969258e+00 5.3666718e-02 3.3658075e+00 0.0000000e+00
6.9532741e+00 -2.0555235e-01 3.9684657e+00 0.0000000e+00
5.4707423e+00 8.1528213e-01 5.7839163e+00 1.0000000e+00
6.2071004e+00 1.5730723e+00 4.8878686e+00 1.0000000e+00
5.7183608e+00 2.4988130e-01 6.0509324e+00 1.0000000e+00
5.4882201e+00 -2.1734836e+00 7.4834677e+00 1.0000000e+00
3.8659346e+00 7.8641710e-01 4.4035115e+00 0.0000000e+00
5.0284526e+00 4.2407573e-01 7.4836619e+00 0.0000000e+00
5.8600246e+00 -6.1501779e-02 5.7798110e+00 1.0000000e+00
6.3571024e+00 -5.6902109e-01 3.3270993e+00 0.0000000e+00
4.0988904e+00 -5.4459935e-02 6.9799082e+00 0.0000000e+00
4.3630590e+00 8.2820138e-01 7.5329699e+00 0.0000000e+00
4.6517736e+00 -5.1874223e-01 4.8181950e+00 1.0000000e+00
4.8297589e+00 1.2551525e+00 3.1292760e+00 0.0000000e+00
6.1006906e+00 1.1220094e+00 4.8759753e+00 0.0000000e+00
7.0053257e+00 2.8743776e-02 6.2862520e+00 0.0000000e+00
3.5637030e+00 3.3913279e-01 5.9910455e+00 1.0000000e+00
4.9296055e+00 2.2954083e-01 5.5702082e+00 1.0000000e+00
6.4472151e+00 5.3532417e-01 6.4149127e+00 1.0000000e+00
5.3047027e+00 -1.2951480e+00 6.6735445e+00 1.0000000e+00
3.9706981e+00 -3.9748529e-01 3.7788835e+00 0.0000000e+00
3.5860380e+00 7.7924723e-01 4.5683394e+00 0.0000000e+00
5.5755512e+00 -1.4402314e+00 7.3922436e+00 0.0000000e+00
3.7252077e+00 -3.8509011e-01 5.9353294e+00 1.0000000e+00
4.7232560e+00 1.0332738e+00 3.3252805e+00 0.0000000e+00
6.0412843e+00 1.2718021e-01 6.2437076e+00 0.0000000e+00
4.1584161e+00 -1.1539084e-01 4.8328977e+00 0.0000000e+00
6.4950746e+00 1.1346449e+00 7.3792234e+00 1.0000000e+00
6.0281708e+00 -1.8439954e+00 8.2815802e+00 0.0000000e+00
5.8247619e+00 1.0819410e+00 5.1887021e+00 1.0000000e+00
5.8567274e+00 -9.7080205e-01 5.4261387e+00 1.0000000e+00
4.6557055e+00 9.6629697e-01 7.3354973e+00 0.0000000e+00
4.2188309e+00 -1.9128845e-01 7.2027745e+00 1.0000000e+00
6.1555557e+00 6.5544349e-01 7.9214236e+00 0.0000000e+00
4.2806622e+00 -2.3322559e-01 6.6666357e+00 1.0000000e+00
5.2889254e+00 1.3600860e+00 6.5491128e+00 1.0000000e+00
6.4743801e+00 -4.7152104e-01 3.5332335e+00 0.0000000e+00
6.7650012e+00 -1.0813592e+00 7.8870834e+00 0.0000000e+00
3.4816073e+00 2.3663258e-01 6.7236522e+00 0.0000000e+00
6.1296664e+00 -4.5312500e-01 3.6634883e+00 0.0000000e+00
6.8632631e+00 -1.2061535e+00 5.5663435e+00 0.0000000e+00
3.5447223e+00 -1.0312149e+00 3.3478339e+00 0.0000000e+00
4.2522525e+00 -7.0499855e-01 6.5085983e+00 1.0000000e+00
6.6640796e+00 -3.8524234e-01 6.0792273e+00 0.0000000e+00
6.9069218e+00 2.3685996e-01 5.5261794e+00 0.0000000e+00
3.4482691e+00 2.0442273e-01 8.2806634e+00 0.0000000e+00
3.9157598e+00 -7.2330246e-02 8.7587086e+00 0.0000000e+00
4.7713538e+00 -2.0022268e+00 4.6478368e+00 1.0000000e+00
6.6256755e+00 7.2211452e-01 7.2351589e+00 0.0000000e+00
6.2862273e+00 -5.3632029e-01 7.2264174e+00 1.0000000e+00
5.5330939e+00 -2.6705067e-01 7.2261698e+00 0.0000000e+00
4.8269237e+00 -1.4433363e+00 8.0417154e+00 0.0000000e+00
3.6926684e+00 9.6387685e-01 3.9701335e+00 0.0000000e+00
5.9873002e+00 1.2131162e-01 8.8115084e+00 0.0000000e+00
5.4922744e+00 6.5120734e-01 3.3601001e+00 0.0000000e+00
4.9110754e+00 -9.1489439e-01 4.5842060e+00 1.0000000e+00
2.2906513e+00 -6.9449823e-01 6.3785653e+00 0.0000000e+00
5.3846623e+00 1.8921496e-02 5.6355213e+00 1.0000000e+00
6.6525860e+00 -2.5784575e-01 5.7613396e+00 0.0000000e+00
6.4352143e+00 -1.8155065e+00 6.2135802e+00 0.0000000e+00
5.4557114e+00 -8.6272519e-01 7.5629899e+00 1.0000000e+00
3.3639206e+00 -9.6739959e-01 7.0457281e+00 1.0000000e+00
6.0230454e+00 2.4184797e+00 7.2741664e+00 0.0000000e+00
2.1418524e+00 -3.6016991e-01 5.6386660e+00 0.0000000e+00
6.2921912e+00 -1.1584412e+00 3.2586126e+00 0.0000000e+00
6.0574250e+00 -2.8121212e-01 7.8581495e+00 1.0000000e+00
6.1824517e+00 1.0472213e+00 6.9346475e+00 0.0000000e+00
4.6266166e+00 -8.8216932e-01 5.3860791e+00 1.0000000e+00
4.9854864e+00 -1.1071760e+00 7.3531025e+00 1.0000000e+00
4.6098412e+00 5.1524964e-01 6.2049818e+00 1.0000000e+00
5.9066154e+00 -9.9185904e-01 4.6941716e+00 1.0000000e+00
3.8516855e+00 8.7068966e-02 4.2697794e+00 0.0000000e+00
7.0889242e+00 1.0952813e+00 4.0877360e+00 0.0000000e+00
4.6099624e+00 -4.1885594e-01 6.1357878e+00 1.0000000e+00
5.9386356e+00 1.2151227e+00 4.6201412e+00 0.0000000e+00
5.9023718e+00 -4.0946658e-01 3.6562455e+00 0.0000000e+00
6.7226704e+00 -1.5052764e+00 7.9053328e+00 0.0000000e+00
5.1869508e+00 -4.3990518e-01 6.2551037e+00 1.0000000e+00
4.5863677e+00 5.0875580e-01 5.0284297e+00 1.0000000e+00
5.6364572e+00 -1.8653812e+00 6.1941091e+00 1.0000000e+00
5.3393928e+00 -7.6163751e-01 6.3311768e+00 1.0000000e+00
3.8033950e+00 -1.5635118e-01 6.1415810e+00 1.0000000e+00
5.8600188e+00 -7.9788648e-02 5.9709722e+00 1.0000000e+00
6.3043407e+00 -2.5895053e-01 5.5939153e+00 1.0000000e+00
5.3381171e+00 -1.6760271e-01 6.2780459e+00 1.0000000e+00
3.8010001e+00 -1.5405353e+00 5.1760390e+00 1.0000000e+00
4.9858159e+00 -1.9393558e+00 4.2448591e+00 1.0000000e+00
5.9954244e+00 3.0029743e-01 5.4325202e+00 1.0000000e+00
5.5004913e+00 1.6730589e+00 7.4116844e+00 0.0000000e+00
4.6769609e+00 3.4246700e-02 3.3126666e+00 0.0000000e+00
2.9883938e+00 3.6720635e-01 6.1210783e+00 0.0000000e+00
4.6379049e+00 -9.6509252e-01 6.6359327e+00 1.0000000e+00
5.3682395e+00 -1.3547716e+00 7.1542249e+00 1.0000000e+00
5.8180626e+00 -5.3053415e-01 3.4606241e+00 0.0000000e+00
3.0389582e+00 -4.6446097e-01 4.5392150e+00 0.0000000e+00
5.3230968e+00 -1.5979563e+00 5.9617187e+00 1.0000000e+00
6.0887975e+00 -1.0079529e+00 7.3143713e+00 1.0000000e+00
4.3196956e+00 2.5808641e-01 6.4792252e+00 1.0000000e+00
2.7078280e+00 -5.3378665e-01 5.3632997e+00 0.0000000e+00
5.7959231e+00 -6.8503336e-01 4.6917096e+00 0.0000000e+00
5.9286763e+00 4.2339404e-01 6.1583944e+00 0.0000000e+00
5.1514244e+00 -3.0523695e-01 4.5765241e+00 1.0000000e+00
5.1278301e+00 -2.3238895e-02 6.6423370e+00 1.0000000e+00
4.3481473e+00 -9.1880225e-01 6.6134372e+00 1.0000000e+00
4.5866184e+00 -2.4527919e+00 5.0756343e+00 1.0000000e+00
3.7365154e+00 -1.8826020e+00 6.3651113e+00 1.0000000e+00
5.5559361e+00 6.4687109e-01 5.6978438e+00 0.0000000e+00
6.2803055e+00 8.8863121e-01 7.6608800e+00 0.0000000e+00
5.0018363e+00 6.3307250e-01 5.2558908e+00 1.0000000e+00
2.8948722e+00 -1.6902582e+00 7.5474425e+00 0.0000000e+00
5.4043357e+00 -2.0897799e+00 7.5630678e+00 0.0000000e+00
3.6066401e+00 2.2540570e+00 7.4757846e+00 1.0000000e+00
5.9125368e+00 -5.2470547e-01 2.9211948e+00 0.0000000e+00
6.5298555e+00 3.1783828e+00 4.9495832e+00 0.0000000e+00
4.4433823e+00 5.1431277e-01 7.6251437e+00 1.0000000e+00
5.5251070e+00 2.0634904e+00 6.4004398e+00 1.0000000e+00
3.2317278e+00 -2.6882887e-01 5.0978185e+00 0.0000000e+00
4.8537140e+00 2.0129528e-01 5.1326291e+00 1.0000000e+00
5.0925859e+00 3.2065034e-02 3.9262045e+00 0.0000000e+00
5.9545504e+00 -2.6922654e-01 5.5752872e+00 1.0000000e+00
6.1580449e+00 1.1549823e+00 7.9566588e+00 0.0000000e+00
4.9147382e+00 -2.3399833e-01 5.5201878e+00 1.0000000e+00
6.2289936e+00 -3.1872296e-01 7.7336105e+00 0.0000000e+00
6.0849644e+00 7.4173232e-01 4.1615435e+00 0.0000000e+00
4.0352261e+00 -2.7002280e-01 7.5628630e+00 0.0000000e+00
4.5223373e+00 -2.1231599e+00 5.3105522e+00 1.0000000e+00
6.8288804e+00 -1.0769024e+00 4.4906798e+00 0.0000000e+00
6.2570948e+00 1.2709395e-01 6.8856727e+00 1.0000000e+00
4.9243471e+00 -1.1835900e+00 6.6721026e+00 1.0000000e+00
5.3397469e+00 4.6212593e-01 5.5200734e+00 1.0000000e+00
4.2055580e+00 -1.4649203e+00 6.4284902e+00 1.0000000e+00
4.0511651e+00 1.1848876e+00 8.8041813e+00 0.0000000e+00
3.3397831e+00 3.8785976e-01 3.6037310e+00 0.0000000e+00
5.6831848e+00 8.0620538e-01 8.2325446e+00 0.0000000e+00
6.1640736e+00 -9.4689468e-01 4.2173973e+00 0.0000000e+00
4.9024461e+00 -3.5485295e-01 5.5086101e+00 1.0000000e+00
4.4721422e+00 7.1975805e-01 6.8556400e+00 1.0000000e+00
4.1095959e+00 3.0504898e-01 5.1899170e+00 1.0000000e+00
6.6278050e+00 -4.8687075e-01 5.0722512e+00 0.0000000e+00
5.1881319e+00 8.4499557e-01 6.5001983e+00 1.0000000e+00
4.9724180e+00 5.4412316e-01 7.1607858e+00 1.0000000e+00
6.5443189e+00 2.7698089e-01 5.5754632e+00 0.0000000e+00
6.3606394e+00 -1.5109559e+00 5.7476527e+00 1.0000000e+00
6.7338931e+00 2.9432918e-01 7.9203397e+00 0.0000000e+00
5.1373474e+00 1.0902067e+00 4.8120646e+00 1.0000000e+00
4.5355817e+00 7.6089262e-01 6.4931477e+00 1.0000000e+00
4.9210268e+00 -7.0369614e-01 6.1792371e+00 1.0000000e+00
5.1275161e+00 5.8833351e-01 5.2550519e+00 1.0000000e+00
5.0498829e+00 1.6972287e+00 5.1724992e+00 1.0000000e+00
4.5708579e+00 -6.5045591e-01 6.1919642e+00 1.0000000e+00
5.0851187e+00 -1.1003820e+00 6.5945873e+00 1.0000000e+00
3.5514338e+00 -1.8929341e-01 7.4483312e+00 0.0000000e+00
4.7401988e+00 -4.5900767e-01 5.4052073e+00 1.0000000e+00
4.4709303e+00 -7.3459835e-01 6.5749716e+00 1.0000000e+00
5.9771837e+00 -4.4291875e-01 6.1912893e+00 1.0000000e+00
4.1674800e+00 1.6417822e-01 6.5803508e+00 1.0000000e+00
4.1515654e+00 -1.9244322e-01 7.8572600e+00 0.0000000e+00
3.0597494e+00 5.7581758e-01 4.9229005e+00 0.0000000e+00
5.1702232e+00 -2.0893788e-01 3.1281872e+00 0.0000000e+00
5.4621502e+00 2.4051869e+00 6.8653554e+00 1.0000000e+00
6.1450143e+00 -5.5825417e-02 3.6180001e+00 0.0000000e+00
5.4609269e+00 8.4391714e-01 6.9410713e+00 1.0000000e+00
5.6206926e+00 -1.2199821e+00 7.7951693e+00 0.0000000e+00
4.5807358e+00 -8.1125809e-01 6.7953472e+00 1.0000000e+00
5.5850577e+00 7.1628258e-01 4.8666929e+00 1.0000000e+00
4.9694724e+00 7.2517571e-01 5.8842392e+00 1.0000000e+00
5.4340176e+00 1.9934588e-01 3.8648031e+00 0.0000000e+00
4.4353645e+00 1.4800911e+00 4.8802623e+00 1.0000000e+00
4.5341874e+00 2.3159083e-01 5.7650155e+00 1.0000000e+00
3.4284431e+00 -2.7113568e-01 7.0340702e+00 0.0000000e+00
4.8858065e+00 5.4755891e-01 3.6758352e+00 1.0000000e+00
2.3876515e+00 -5.2668221e-01 7.3637949e+00 0.0000000e+00
3.0946644e+00 -8.6815442e-01 6.2584773e+00 0.0000000e+00
3.3873885e+00 3.8334892e-01 6.3644359e+00 1.0000000e+00
5.1995290e+00 5.1473410e-01 4.3775752e+00 1.0000000e+00
4.1600590e+00 -6.2104202e-01 4.9214356e+00 1.0000000e+00
6.0949942e+00 -2.8957886e-01 6.2831459e+00 1.0000000e+00
4.4292560e+00 1.6394294e-01 7.2333155e+00 1.0000000e+00
4.3707644e+00 1.7170929e+00 5.7611524e+00 1.0000000e+00
4.6442509e+00 1.3818301e+00 6.7727646e+00 1.0000000e+00
5.9522232e+00 2.4231198e-01 3.6234716e+00 0.0000000e+00
4.7158828e+00 -1.1869456e+00 7.9482781e+00 1.0000000e+00
4.7862054e+00 1.2669482e-01 4.2956246e+00 0.0000000e+00
6.4478218e+00 -5.6001931e-01 5.8302417e+00 0.0000000e+00
6.5706748e+00 3.0272758e-01 7.6650851e+00 0.0000000e+00
3.7573527e+00 8.6244022e-01 5.5662440e+00 1.0000000e+00
4.4817438e+00 2.3118260e-02 4.2006286e+00 0.0000000e+00
4.2149693e+00 -8.2466742e-02 6.1197059e+00 1.0000000e+00
4.6962242e+00 -1.0951263e+00 5.7969026e+00 1.0000000e+00
2.7215911e+00 8.1471572e-01 5.7346689e+00 0.0000000e+00
5.7783610e+00 6.2590996e-01 5.6559002e+00 1.0000000e+00
4.7465999e+00 -2.8514539e-01 7.4901253e+00 1.0000000e+00
4.1381039e+00 -1.2986136e+00 7.3080686e+00 0.0000000e+00
5.8421924e+00 9.2266355e-01 4.7878549e+00 1.0000000e+00
5.7241487e+00 -8.9868986e-01 5.7577767e+00 1.0000000e+00
5.1225670e+00 -1.0207370e+00 5.9377750e+00 1.0000000e+00
5.1629654e+00 8.2511222e-01 3.3777383e+00 0.0000000e+00
2.3404042e+00 5.9555207e-01 5.9721957e+00 0.0000000e+00
6.3690804e+00 -3.4784948e-02 4.7078062e+00 0.0000000e+00
3.4785605e+00 -5.1408160e-01 6.4342218e+00 1.0000000e+00
5.8925184e+00 -5.5404699e-02 4.9125026e+00 1.0000000e+00
5.4822208e+00 6.1787184e-01 5.9572460e+00 1.0000000e+00
5.1711998e+00 -1.7856828e-02 6.9637370e+00 1.0000000e+00
5.4028760e+00 1.0106550e+00 4.6382142e+00 1.0000000e+00
6.2646656e+00 -4.3938050e-01 6.0785775e+00 1.0000000e+00
5.0077194e+00 -5.3428318e-01 4.7606859e+00 0.0000000e+00
5.0081569e+00 -3.0331360e+00 6.2568206e+00 0.0000000e+00
4.5502886e+00 7.0075826e-01 7.5926199e+00 0.0000000e+00
5.4803281e+00 1.6574110e+00 5.8186188e+00 1.0000000e+00
5.8815913e+00 -7.9410970e-01 6.2041002e+00 1.0000000e+00
6.2426969e+00 7.5805077e-01 4.2777681e+00 0.0000000e+00
2.5232066e+00 7.7888432e-01 6.3275782e+00 0.0000000e+00
6.5639852e+00 2.6142712e-01 6.2434242e+00 0.0000000e+00
3.9664481e+00 -1.7924222e+00 4.2852384e+00 0.0000000e+00
2.1082181e+00 9.2831833e-01 6.2136357e+00 0.0000000e+00
4.1791583e+00 1.4238100e+00 6.1803197e+00 1.0000000e+00
5.1363656e+00 -2.9719614e-01 5.9012461e+00 1.0000000e+00
5.6965720e+00 -1.1538562e+00 4.9626042e+00 0.0000000e+00
3.1439529e+00 1.5820860e+00 3.4741919e+00 0.0000000e+00
3.7763722e+00 1.2272635e+00 5.9337643e+00 1.0000000e+00
4.4844903e+00 4.4535842e-01 3.6038749e+00 0.0000000e+00
4.2124885e+00 -7.1269558e-01 7.1094727e+00 1.0000000e+00
4.8871959e+00 3.0273144e-01 7.2888730e+00 1.0000000e+00
4.0541713e+00 1.9181576e-01 8.0604910e+00 0.0000000e+00
5.8408529e+00 -1.3303084e+00 6.7347687e+00 1.0000000e+00
6.5551821e+00 -1.0425643e+00 5.4003058e+00 1.0000000e+00
6.2351881e+00 -3.3694491e+00 5.2124748e+00 1.0000000e+00
5.8817332e+00 -1.6483937e-01 3.8164041e+00 0.0000000e+00
2.7928473e+00 7.8737576e-01 6.9343883e+00 0.0000000e+00
5.4463044e+00 3.0106090e-01 4.4241503e+00 0.0000000e+00
3.7024450e+00 -9.3124131e-01 5.7980270e+00 1.0000000e+00
6.0848041e+00 -8.3407794e-01 3.6043082e+00 0.0000000e+00
4.9587777e+00 1.3097078e+00 3.5026987e+00 1.0000000e+00
2.6870214e+00 1.0336278e+00 7.1013054e+00 0.0000000e+00
6.7191817e+00 1.3482659e+00 4.7861667e+00 0.0000000e+00
4.2616627e+00 -7.1282403e-01 5.3932341e+00 1.0000000e+00
6.0047403e+00 3.4576659e-01 4.1901237e+00 0.0000000e+00
4.7925869e+00 8.5541447e-01 6.8949891e+00 1.0000000e+00
4.4241168e+00 5.3497962e-01 5.0718427e+00 1.0000000e+00
6.1071792e+00 -1.3833484e+00 5.3033027e+00 1.0000000e+00
6.3487206e+00 -1.3712476e-01 3.7006260e+00 1.0000000e+00
3.2113981e+00 3.3896490e+00 7.4489109e+00 0.0000000e+00
2.4016586e+00 3.6527863e-01 6.2947036e+00 0.0000000e+00
6.1253491e+00 -2.7622867e-01 7.7085488e+00 0.0000000e+00
2.7076969e+00 2.3291461e+00 6.2641795e+00 0.0000000e+00
4.4112620e+00 -7.7897026e-01 5.2523139e+00 1.0000000e+00
2.8522515e+00 -8.4724146e-01 3.9545567e+00 0.0000000e+00
6.4548430e+00 -1.5669972e-01 6.4182077e+00 0.0000000e+00
3.5862308e+00 5.9838574e-01 7.3521395e+00 0.0000000e+00
4.8579197e+00 -1.5142544e+00 3.7698358e+00 0.0000000e+00
4.6737861e+00 -1.2124324e+00 4.9401721e+00 1.0000000e+00
3.8406210e+00 5.2029529e-02 7.6220047e+00 0.0000000e+00
4.9092791e+00 5.8107339e-01 5.0105712e+00 1.0000000e+00
5.1286019e+00 -1.4197031e+00 3.7876978e+00 1.0000000e+00
6.1602809e+00 8.5320956e-01 4.0099811e+00 1.0000000e+00
5.8930649e+00 7.6864045e-01 5.5777698e+00 0.0000000e+00
